Reservation-id,Age,Expected_checkin,Expected_checkout,Booking_date,Reservation_Status,Discount_Rate,Room_Rate,Lead_Time,Length_of_Stay,Total_Guests,Checkin_Month,Is_Weekend,Gender_m,Ethnicity_asian american,Ethnicity_caucasian,Ethnicity_latino,Educational_Level_grad,Educational_Level_high-school,Educational_Level_mid-school,Income_50k -- 100k,Income_<25k,Income_>100k,Country_region_north,Country_region_south,Country_region_west,Hotel_Type_city hotel,Hotel_Type_resort,Meal_Type_fb,Meal_Type_hb,Visted_Previously_yes,Previous_Cancellations_yes,Deposit_type_non-refundable,Deposit_type_refundable,Booking_channel_direct,Booking_channel_online,Required_Car_Parking_yes,Use_Promotion_yes
26130607,18,2016-03-18,2016-03-20,2016-02-17,1,15,148,30,2,6,3,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True
32710550,38,2016-03-18,2016-03-19,2015-08-24,1,20,249,207,1,5,3,0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
91652714,21,2016-03-18,2016-03-19,2015-08-24,1,15,221,207,1,4,3,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
35219141,33,2016-03-18,2016-03-19,2016-02-16,1,10,167,31,1,5,3,0,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
79588103,47,2016-03-18,2016-03-19,2016-02-16,1,5,163,31,1,6,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
12380679,47,2016-03-18,2016-03-21,2015-12-16,1,0,241,93,3,4,3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False
53664234,44,2016-03-18,2016-03-19,2015-08-24,1,10,196,207,1,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True
83168314,18,2016-03-18,2016-03-19,2015-08-24,1,20,222,207,1,3,3,0,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True
1090210,61,2016-02-29,2016-03-03,2015-08-08,1,5,218,205,3,5,2,0,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True
79058778,56,2016-03-18,2016-03-20,2016-02-17,1,10,188,30,2,7,3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True
67822679,22,2016-03-18,2016-03-22,2016-02-19,1,20,168,28,4,7,3,0,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True
17631335,30,2016-03-18,2016-03-21,2015-08-26,1,20,178,205,3,7,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True
68729186,45,2016-03-18,2016-03-20,2015-08-25,1,10,248,206,2,2,3,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
76028064,51,2016-03-18,2016-03-21,2015-08-26,1,10,243,205,3,3,3,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True
93465415,67,2016-03-18,2016-03-19,2015-08-24,1,40,250,207,1,4,3,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True
36756391,52,2016-02-24,2016-02-25,2015-12-31,1,0,174,55,1,3,2,0,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
52703421,24,2016-04-01,2016-04-02,2016-01-03,1,40,191,89,1,3,4,0,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True
45440213,23,2016-03-09,2016-03-12,2016-01-22,1,25,203,47,3,4,3,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
65706449,26,2016-04-19,2016-04-21,2016-03-24,1,0,138,26,2,4,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
23650767,55,2016-04-18,2016-04-20,2016-04-14,1,20,218,4,2,2,4,0,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
22075018,30,2016-02-24,2016-02-25,2015-12-21,1,10,211,65,1,4,2,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True
91868069,39,2016-02-24,2016-02-26,2015-12-22,1,0,109,64,2,6,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
15304481,53,2016-04-19,2016-04-21,2016-03-21,1,30,108,29,2,4,4,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
75698794,59,2016-04-24,2016-04-25,2015-10-02,1,5,219,205,1,2,4,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True
46872623,24,2016-04-24,2016-04-27,2015-10-04,1,10,100,203,3,2,4,1,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
67575640,54,2016-04-01,2016-04-02,2015-12-24,1,25,201,99,1,5,4,0,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
7222855,19,2016-03-12,2016-03-13,2015-11-18,1,25,129,115,1,2,3,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True
62926727,20,2016-04-28,2016-04-29,2015-11-13,1,10,194,167,1,4,4,0,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True
61418417,25,2016-01-20,2016-01-23,2015-10-22,1,10,194,90,3,3,1,0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True
82401046,41,2016-03-03,2016-03-06,2016-01-09,1,0,156,54,3,5,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
39752467,41,2016-04-25,2016-04-26,2015-10-18,1,20,156,190,1,3,4,0,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True
16004747,50,2016-04-25,2016-04-27,2015-10-19,1,25,229,189,2,4,4,0,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True
7031405,45,2016-04-25,2016-04-26,2015-10-18,1,20,248,190,1,2,4,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True
79582555,36,2016-04-25,2016-04-27,2015-10-19,1,10,178,189,2,6,4,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True
47937599,64,2016-04-25,2016-04-26,2015-10-18,1,0,122,190,1,6,4,0,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False
6038368,45,2016-04-25,2016-04-27,2015-10-19,1,20,204,189,2,5,4,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True
6223366,60,2016-04-25,2016-04-27,2015-10-19,1,40,233,189,2,3,4,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True
94092692,52,2016-04-25,2016-04-27,2015-10-19,1,20,126,189,2,2,4,0,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True
34439179,35,2016-04-25,2016-04-28,2015-10-20,1,10,140,188,3,4,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,True
4556734,68,2016-04-25,2016-04-27,2015-10-19,1,15,111,189,2,5,4,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True
8383347,45,2016-04-25,2016-04-26,2015-10-18,1,20,123,190,1,3,4,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True
12380001,63,2016-04-25,2016-04-26,2015-10-18,1,0,218,190,1,5,4,0,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False
11918117,20,2016-04-25,2016-04-26,2015-10-18,1,10,143,190,1,5,4,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True
32709492,47,2016-04-25,2016-04-26,2015-10-18,1,20,128,190,1,3,4,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,True,False,True,True
479648,50,2016-04-25,2016-04-26,2015-10-18,1,0,139,190,1,5,4,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False
60605125,68,2016-04-25,2016-04-26,2015-10-18,1,20,231,190,1,5,4,0,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True
41465763,66,2016-04-25,2016-04-28,2015-10-20,1,0,154,188,3,6,4,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False
12652064,53,2016-04-25,2016-04-28,2015-10-20,1,0,184,188,3,3,4,0,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
46698309,33,2016-04-15,2016-04-17,2015-10-09,1,10,116,189,2,4,4,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
57499983,50,2016-04-21,2016-04-22,2016-01-21,1,40,139,91,1,5,4,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
36242453,50,2016-04-25,2016-04-26,2015-10-18,1,10,219,190,1,5,4,0,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True
21058749,49,2016-04-25,2016-04-26,2015-10-18,1,25,204,190,1,5,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True
27028929,47,2016-04-25,2016-04-26,2015-10-18,1,5,208,190,1,2,4,0,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True
6786618,64,2015-12-19,2015-12-23,2015-06-25,1,0,206,177,4,3,12,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
77621867,67,2016-04-25,2016-04-26,2015-10-18,1,30,247,190,1,3,4,0,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,True
49690754,69,2016-04-25,2016-04-26,2015-10-18,1,30,143,190,1,5,4,0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
95242126,54,2016-04-25,2016-04-27,2015-10-19,1,10,230,189,2,5,4,0,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True
3717665,51,2016-04-15,2016-04-16,2016-04-09,1,10,182,6,1,4,4,0,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,True,True
4008844,42,2016-04-25,2016-04-26,2015-10-18,1,40,145,190,1,4,4,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True
62535546,37,2016-04-25,2016-04-27,2015-10-19,1,10,116,189,2,2,4,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True
5613742,53,2016-04-25,2016-04-27,2015-10-19,1,15,120,189,2,2,4,0,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True
40948748,51,2016-04-15,2016-04-17,2015-10-09,1,10,148,189,2,4,4,0,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
68436567,58,2016-02-22,2016-02-25,2015-12-04,1,25,231,80,3,5,2,0,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
24107595,49,2016-02-22,2016-02-23,2015-12-02,1,10,160,82,1,4,2,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
12834946,44,2016-02-22,2016-02-24,2015-12-03,1,15,225,81,2,5,2,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True
81048026,46,2016-02-22,2016-02-23,2015-12-02,1,0,144,82,1,6,2,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
62107265,49,2016-02-22,2016-02-23,2015-12-02,1,0,180,82,1,5,2,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
12832130,53,2016-02-22,2016-02-23,2015-12-02,1,20,131,82,1,3,2,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
41157777,53,2016-03-12,2016-03-14,2016-02-01,1,5,222,40,2,4,3,1,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True
73612403,44,2016-02-22,2016-02-23,2015-12-02,1,10,204,82,1,2,2,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True
42938357,53,2016-02-22,2016-02-23,2015-12-02,1,0,230,82,1,3,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
45639110,30,2016-02-02,2016-02-03,2015-11-12,1,10,132,82,1,6,2,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True
21099,23,2016-02-22,2016-02-24,2015-12-06,1,15,195,78,2,3,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
27346218,32,2016-02-22,2016-02-24,2015-12-03,1,0,114,81,2,3,2,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
91114944,55,2016-02-22,2016-02-25,2015-12-04,1,40,172,80,3,2,2,0,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,True
72296950,52,2016-02-22,2016-02-23,2015-12-02,1,20,153,82,1,3,2,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
98443545,37,2016-04-29,2016-05-03,2016-03-23,1,25,233,37,4,7,4,0,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
51774653,61,2016-02-22,2016-02-23,2015-12-02,1,10,122,82,1,5,2,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
50292217,35,2016-02-22,2016-02-23,2015-12-02,1,30,116,82,1,2,2,0,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True
47089498,56,2016-02-22,2016-02-25,2015-12-04,1,20,126,80,3,4,2,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
31094204,69,2016-02-22,2016-02-23,2015-12-02,1,0,212,82,1,4,2,0,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
27979320,53,2016-02-22,2016-02-26,2015-12-05,1,20,146,79,4,4,2,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
28089586,40,2016-03-29,2016-03-30,2016-03-05,1,10,189,24,1,3,3,0,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
85774209,36,2016-03-29,2016-03-31,2016-02-25,1,10,224,33,2,4,3,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True
13332866,36,2016-04-25,2016-04-26,2015-10-12,1,0,185,196,1,2,4,0,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
77140494,37,2016-01-18,2016-01-19,2015-10-05,1,25,186,105,1,5,1,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True
1421891,22,2016-03-09,2016-03-12,2016-01-11,1,5,130,58,3,3,3,0,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True
57562689,37,2016-04-22,2016-04-25,2016-03-04,1,10,168,49,3,2,4,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True
10701280,39,2016-03-30,2016-03-31,2016-03-04,1,10,143,26,1,5,3,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
63754179,56,2016-04-12,2016-04-15,2016-03-10,1,40,165,33,3,4,4,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True
51641072,32,2016-04-07,2016-04-11,2016-03-21,1,0,208,17,4,4,4,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
31153552,55,2016-01-29,2016-01-30,2015-10-24,1,30,121,97,1,5,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
36107364,55,2016-04-21,2016-04-22,2016-01-07,1,5,212,105,1,7,4,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True
64291656,70,2016-04-06,2016-04-07,2016-03-21,1,10,236,16,1,3,4,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
79349260,67,2016-04-20,2016-04-21,2015-09-05,1,10,248,228,1,6,4,0,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True
39620941,44,2015-11-17,2015-11-18,2015-05-11,1,20,123,190,1,2,11,0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
13746402,29,2016-04-30,2016-05-01,2015-09-26,1,5,113,217,1,3,4,1,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True
68415418,43,2016-03-03,2016-03-04,2015-12-15,1,10,153,79,1,5,3,0,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True
33980070,65,2016-03-03,2016-03-07,2015-12-18,1,10,237,76,4,2,3,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
86419416,39,2016-04-30,2016-05-01,2015-09-22,1,10,113,221,1,3,4,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
57693486,54,2016-01-27,2016-01-28,2015-10-17,1,0,225,102,1,5,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False
82496973,51,2016-02-11,2016-02-14,2015-11-11,1,0,169,92,3,3,2,0,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
35695209,29,2016-01-19,2016-01-20,2015-10-17,1,40,118,94,1,4,1,0,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True
38365031,57,2016-02-11,2016-02-12,2015-11-09,1,0,230,94,1,5,2,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
62448941,57,2016-02-11,2016-02-13,2015-11-10,1,0,190,93,2,4,2,0,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
82026358,69,2016-04-20,2016-04-22,2016-04-13,1,0,221,7,2,5,4,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
15752664,52,2016-01-05,2016-01-08,2015-08-18,1,0,186,140,3,4,1,0,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
22705733,36,2016-01-05,2016-01-06,2015-08-16,1,25,191,142,1,6,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True
22711681,56,2016-01-05,2016-01-06,2015-08-16,1,10,187,142,1,4,1,0,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,True
54994511,40,2016-01-05,2016-01-08,2015-08-18,1,5,202,140,3,3,1,0,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True
35179439,66,2016-01-05,2016-01-08,2015-08-18,1,30,209,140,3,3,1,0,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True
33473087,49,2016-01-05,2016-01-06,2015-08-16,1,0,133,142,1,5,1,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False
9737103,46,2016-04-14,2016-04-16,2016-02-14,1,30,176,60,2,4,4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
86657174,50,2016-01-05,2016-01-06,2015-08-16,1,25,201,142,1,2,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True
91396484,55,2016-01-05,2016-01-06,2015-08-16,1,25,223,142,1,4,1,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True
52131644,33,2016-01-05,2016-01-06,2015-08-16,1,5,124,142,1,4,1,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True
8931831,32,2016-01-05,2016-01-06,2015-08-16,1,20,226,142,1,5,1,0,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True
10264635,45,2016-01-05,2016-01-08,2015-08-18,1,25,190,140,3,5,1,0,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True
51615298,50,2016-01-05,2016-01-09,2015-08-19,1,0,172,139,4,3,1,0,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False
85680156,24,2016-01-05,2016-01-06,2015-08-16,1,5,118,142,1,5,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True
31456955,55,2016-01-05,2016-01-06,2015-08-16,1,10,109,142,1,4,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,True,True
58286122,65,2016-01-05,2016-01-06,2015-08-16,1,5,105,142,1,5,1,0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
64483412,41,2016-01-05,2016-01-06,2015-08-16,1,10,189,142,1,4,1,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True
19337097,23,2016-01-05,2016-01-06,2015-08-16,1,10,163,142,1,3,1,0,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,True
71687207,41,2016-01-05,2016-01-06,2015-08-16,1,10,213,142,1,4,1,0,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True
37587137,53,2016-01-05,2016-01-06,2015-08-16,1,15,102,142,1,6,1,0,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True
77178272,59,2016-01-05,2016-01-07,2015-08-17,1,40,184,141,2,4,1,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True
95631080,32,2016-01-05,2016-01-07,2015-08-17,1,0,232,141,2,5,1,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
21807756,55,2016-01-05,2016-01-07,2015-08-17,1,10,121,141,2,5,1,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True
81409339,33,2016-01-05,2016-01-09,2015-08-19,1,15,176,139,4,5,1,0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True
72543018,28,2016-01-05,2016-01-06,2015-08-16,1,25,128,142,1,5,1,0,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True
84422717,21,2016-01-05,2016-01-06,2015-08-16,1,10,152,142,1,3,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True
73475724,38,2016-03-30,2016-04-01,2016-02-15,1,5,203,44,2,3,3,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True
23692137,66,2016-03-13,2016-03-14,2016-02-01,1,10,199,41,1,2,3,1,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True
77492491,37,2016-03-31,2016-04-01,2016-01-03,1,20,205,88,1,5,3,0,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,True
1786771,46,2016-05-01,2016-05-02,2015-11-17,1,25,108,166,1,3,5,1,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,True
10063609,63,2016-02-22,2016-02-23,2015-12-13,1,25,207,71,1,5,2,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
20550367,43,2016-02-25,2016-02-29,2015-11-23,1,30,143,94,4,4,2,0,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
73587134,44,2016-04-17,2016-04-18,2016-04-09,1,10,135,8,1,4,4,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True
60820328,59,2016-03-07,2016-03-10,2016-01-17,1,5,214,50,3,5,3,0,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True
73547161,46,2016-01-18,2016-01-19,2015-09-03,1,30,177,137,1,5,1,0,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True
99044690,65,2016-01-18,2016-01-20,2015-09-04,1,25,187,136,2,3,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
17930704,60,2016-01-18,2016-01-21,2015-09-05,1,10,150,135,3,4,1,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,True
2279366,34,2016-01-18,2016-01-20,2015-09-04,1,30,112,136,2,4,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True
67321417,46,2016-01-18,2016-01-22,2015-09-06,1,5,182,134,4,5,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
91325766,28,2016-01-18,2016-01-19,2015-09-03,1,20,167,137,1,4,1,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
